2024-10-27 15:56:48,856 INFO    StreamThr :656753 [internal.py:wandb_internal():85] W&B internal server running at pid: 656753, started at: 2024-10-27 15:56:48.856160
2024-10-27 15:56:48,857 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status
2024-10-27 15:56:48,861 INFO    WriterThread:656753 [datastore.py:open_for_write():87] open: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/run-dnqw4iuc.wandb
2024-10-27 15:56:48,861 DEBUG   SenderThread:656753 [sender.py:send():378] send: header
2024-10-27 15:56:48,967 DEBUG   SenderThread:656753 [sender.py:send():378] send: run
2024-10-27 15:56:49,153 INFO    SenderThread:656753 [dir_watcher.py:__init__():211] watching files in: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files
2024-10-27 15:56:49,153 INFO    SenderThread:656753 [sender.py:_start_run_threads():1123] run started: dnqw4iuc with start time 1730059008.855776
2024-10-27 15:56:49,162 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: check_version
2024-10-27 15:56:49,162 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: check_version
2024-10-27 15:56:49,225 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: run_start
2024-10-27 15:56:49,225 DEBUG   HandlerThread:656753 [system_info.py:__init__():26] System info init
2024-10-27 15:56:49,226 DEBUG   HandlerThread:656753 [system_info.py:__init__():41] System info init done
2024-10-27 15:56:49,226 INFO    HandlerThread:656753 [system_monitor.py:start():194] Starting system monitor
2024-10-27 15:56:49,226 INFO    SystemMonitor:656753 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-27 15:56:49,226 INFO    HandlerThread:656753 [system_monitor.py:probe():214] Collecting system info
2024-10-27 15:56:49,226 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started cpu monitoring
2024-10-27 15:56:49,226 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started disk monitoring
2024-10-27 15:56:49,227 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started gpu monitoring
2024-10-27 15:56:49,227 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started memory monitoring
2024-10-27 15:56:49,227 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started network monitoring
2024-10-27 15:56:49,255 DEBUG   HandlerThread:656753 [system_info.py:probe():150] Probing system
2024-10-27 15:56:49,256 DEBUG   HandlerThread:656753 [system_info.py:_probe_git():135] Probing git
2024-10-27 15:56:49,268 DEBUG   HandlerThread:656753 [system_info.py:_probe_git():143] Probing git done
2024-10-27 15:56:49,269 DEBUG   HandlerThread:656753 [system_info.py:probe():198] Probing system done
2024-10-27 15:56:49,269 DEBUG   HandlerThread:656753 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-117-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2024-10-27T19:56:49.255683', 'startedAt': '2024-10-27T19:56:48.851586', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/cmdunham/ChemicalDataGeneration/models/ims_encoder.ipynb', 'codePathLocal': 'ims_encoder.ipynb', 'git': {'remote': 'https://github.com/CateMerfeld/ChemicalDataGeneration.git', 'commit': 'd718037826eefad0b7013a72df736f742c140757'}, 'email': 'catemerfeld@gmail.com', 'root': '/home/cmdunham/ChemicalDataGeneration', 'host': 'paffenroth23-1', 'username': 'cmdunham', 'executable': '/home/cmdunham/ChemicalDataGeneration/chem_data_gen/bin/python', 'cpu_count': 16, 'cpu_count_logical': 32, 'cpu_freq': {'current': 2550.8776875, 'min': 1800.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1800.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 4540.192, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 4539.428, 'min': 1800.0, 'max': 4000.0}, {'current': 4540.588, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 4514.25, 'min': 1800.0, 'max': 4000.0}, {'current': 4000.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 4539.5, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 3684.493, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}, {'current': 1800.0, 'min': 1800.0, 'max': 4000.0}], 'disk': {'/': {'total': 438.5479202270508, 'used': 415.5043640136719}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 125.60021209716797}}
2024-10-27 15:56:49,269 INFO    HandlerThread:656753 [system_monitor.py:probe():224] Finished collecting system info
2024-10-27 15:56:49,269 INFO    HandlerThread:656753 [system_monitor.py:probe():227] Publishing system info
2024-10-27 15:56:49,269 INFO    HandlerThread:656753 [system_monitor.py:probe():229] Finished publishing system info
2024-10-27 15:56:49,270 DEBUG   SenderThread:656753 [sender.py:send():378] send: files
2024-10-27 15:56:49,270 INFO    SenderThread:656753 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-10-27 15:56:49,344 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: python_packages
2024-10-27 15:56:49,345 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: python_packages
2024-10-27 15:56:49,346 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: stop_status
2024-10-27 15:56:49,346 DEBUG   SenderThread:656753 [sender.py:send():378] send: telemetry
2024-10-27 15:56:49,346 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: stop_status
2024-10-27 15:56:49,547 INFO    wandb-upload_0:656753 [upload_job.py:push():130] Uploaded file /tmp/tmptanpbly3wandb/1togn178-wandb-metadata.json
2024-10-27 15:56:49,570 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: pause
2024-10-27 15:56:49,570 INFO    HandlerThread:656753 [handler.py:handle_request_pause():724] stopping system metrics thread
2024-10-27 15:56:49,570 INFO    HandlerThread:656753 [system_monitor.py:finish():203] Stopping system monitor
2024-10-27 15:56:49,570 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined cpu monitor
2024-10-27 15:56:49,570 DEBUG   SystemMonitor:656753 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-10-27 15:56:49,570 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined disk monitor
2024-10-27 15:56:49,570 DEBUG   SystemMonitor:656753 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-10-27 15:56:49,571 DEBUG   SystemMonitor:656753 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-10-27 15:56:49,674 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined gpu monitor
2024-10-27 15:56:49,674 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined memory monitor
2024-10-27 15:56:49,674 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined network monitor
2024-10-27 15:56:49,674 DEBUG   SenderThread:656753 [sender.py:send():378] send: stats
2024-10-27 15:56:50,154 INFO    Thread-158:656753 [dir_watcher.py:_on_file_created():271] file/dir created: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files/requirements.txt
2024-10-27 15:56:50,154 INFO    Thread-158:656753 [dir_watcher.py:_on_file_created():271] file/dir created: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files/output.log
2024-10-27 15:56:50,154 INFO    Thread-158:656753 [dir_watcher.py:_on_file_created():271] file/dir created: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files/wandb-metadata.json
2024-10-27 15:56:52,154 INFO    Thread-158:656753 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files/output.log
2024-10-27 15:56:54,675 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status_report
2024-10-27 15:56:59,676 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status_report
2024-10-27 15:57:04,345 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: stop_status
2024-10-27 15:57:04,345 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: stop_status
2024-10-27 15:57:05,406 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status_report
2024-10-27 15:57:10,407 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status_report
2024-10-27 15:57:15,407 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status_report
2024-10-27 15:57:15,934 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: resume
2024-10-27 15:57:15,934 INFO    HandlerThread:656753 [handler.py:handle_request_resume():715] starting system metrics thread
2024-10-27 15:57:15,934 INFO    HandlerThread:656753 [system_monitor.py:start():194] Starting system monitor
2024-10-27 15:57:15,934 INFO    SystemMonitor:656753 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-27 15:57:15,935 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started cpu monitoring
2024-10-27 15:57:15,935 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started disk monitoring
2024-10-27 15:57:15,935 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started gpu monitoring
2024-10-27 15:57:15,936 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started memory monitoring
2024-10-27 15:57:15,936 INFO    SystemMonitor:656753 [interfaces.py:start():188] Started network monitoring
2024-10-27 15:57:15,970 DEBUG   SenderThread:656753 [sender.py:send():378] send: telemetry
2024-10-27 15:57:15,970 DEBUG   SenderThread:656753 [sender.py:send():378] send: exit
2024-10-27 15:57:15,970 INFO    SenderThread:656753 [sender.py:send_exit():585] handling exit code: 0
2024-10-27 15:57:15,970 INFO    SenderThread:656753 [sender.py:send_exit():587] handling runtime: 0
2024-10-27 15:57:15,971 INFO    SenderThread:656753 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-10-27 15:57:15,971 INFO    SenderThread:656753 [sender.py:send_exit():593] send defer
2024-10-27 15:57:15,972 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:15,972 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 0
2024-10-27 15:57:15,972 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:15,972 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 0
2024-10-27 15:57:15,972 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 1
2024-10-27 15:57:15,972 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:15,972 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 1
2024-10-27 15:57:15,972 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:15,972 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 1
2024-10-27 15:57:15,972 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 2
2024-10-27 15:57:15,972 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:15,972 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 2
2024-10-27 15:57:15,972 INFO    HandlerThread:656753 [system_monitor.py:finish():203] Stopping system monitor
2024-10-27 15:57:15,973 DEBUG   SystemMonitor:656753 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-10-27 15:57:15,973 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined cpu monitor
2024-10-27 15:57:15,973 DEBUG   SystemMonitor:656753 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-10-27 15:57:15,973 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined disk monitor
2024-10-27 15:57:15,973 DEBUG   SystemMonitor:656753 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-10-27 15:57:16,078 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined gpu monitor
2024-10-27 15:57:16,078 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined memory monitor
2024-10-27 15:57:16,078 INFO    HandlerThread:656753 [interfaces.py:finish():200] Joined network monitor
2024-10-27 15:57:16,078 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:16,078 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 2
2024-10-27 15:57:16,078 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 3
2024-10-27 15:57:16,078 DEBUG   SenderThread:656753 [sender.py:send():378] send: stats
2024-10-27 15:57:16,079 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:16,079 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 3
2024-10-27 15:57:16,079 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:16,079 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 3
2024-10-27 15:57:16,079 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 4
2024-10-27 15:57:16,079 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:16,079 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 4
2024-10-27 15:57:16,079 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:16,079 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 4
2024-10-27 15:57:16,079 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 5
2024-10-27 15:57:16,079 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:16,079 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 5
2024-10-27 15:57:16,080 DEBUG   SenderThread:656753 [sender.py:send():378] send: summary
2024-10-27 15:57:16,080 INFO    SenderThread:656753 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-10-27 15:57:16,080 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:16,080 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 5
2024-10-27 15:57:16,080 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 6
2024-10-27 15:57:16,080 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:16,080 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 6
2024-10-27 15:57:16,080 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:16,080 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 6
2024-10-27 15:57:16,083 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: status_report
2024-10-27 15:57:16,159 INFO    Thread-158:656753 [dir_watcher.py:_on_file_created():271] file/dir created: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files/wandb-summary.json
2024-10-27 15:57:16,438 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 7
2024-10-27 15:57:16,438 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:16,438 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 7
2024-10-27 15:57:16,438 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
2024-10-27 15:57:16,438 INFO    SenderThread:656753 [sender.py:send_request_defer():609] handle sender defer: 7
2024-10-27 15:57:16,970 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: poll_exit
2024-10-27 15:57:17,159 INFO    Thread-158:656753 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241027_155648-dnqw4iuc/files/config.yaml
2024-10-27 15:57:17,552 INFO    SenderThread:656753 [sender.py:transition_state():613] send defer: 8
2024-10-27 15:57:17,552 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: poll_exit
2024-10-27 15:57:17,552 DEBUG   HandlerThread:656753 [handler.py:handle_request():158] handle_request: defer
2024-10-27 15:57:17,552 INFO    HandlerThread:656753 [handler.py:handle_request_defer():184] handle defer: 8
2024-10-27 15:57:17,553 DEBUG   SenderThread:656753 [sender.py:send_request():405] send_request: defer
