2025-01-02 15:56:50,058 INFO    StreamThr :54806 [internal.py:wandb_internal():85] W&B internal server running at pid: 54806, started at: 2025-01-02 15:56:50.057698
2025-01-02 15:56:50,060 DEBUG   HandlerThread:54806 [handler.py:handle_request():158] handle_request: status
2025-01-02 15:56:50,061 INFO    WriterThread:54806 [datastore.py:open_for_write():87] open: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20250102_155644-causxbbn/run-causxbbn.wandb
2025-01-02 15:56:50,062 DEBUG   SenderThread:54806 [sender.py:send():378] send: header
2025-01-02 15:56:50,062 DEBUG   SenderThread:54806 [sender.py:send():378] send: run
2025-01-02 15:56:50,266 INFO    SenderThread:54806 [dir_watcher.py:__init__():211] watching files in: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20250102_155644-causxbbn/files
2025-01-02 15:56:50,267 INFO    SenderThread:54806 [sender.py:_start_run_threads():1123] run started: causxbbn with start time 1735851409.095255
2025-01-02 15:56:50,280 DEBUG   HandlerThread:54806 [handler.py:handle_request():158] handle_request: check_version
2025-01-02 15:56:50,280 DEBUG   SenderThread:54806 [sender.py:send_request():405] send_request: check_version
2025-01-02 15:56:50,341 DEBUG   HandlerThread:54806 [handler.py:handle_request():158] handle_request: run_start
2025-01-02 15:56:50,342 DEBUG   HandlerThread:54806 [system_info.py:__init__():26] System info init
2025-01-02 15:56:50,342 DEBUG   HandlerThread:54806 [system_info.py:__init__():41] System info init done
2025-01-02 15:56:50,342 INFO    HandlerThread:54806 [system_monitor.py:start():194] Starting system monitor
2025-01-02 15:56:50,342 INFO    SystemMonitor:54806 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-01-02 15:56:50,342 INFO    HandlerThread:54806 [system_monitor.py:probe():214] Collecting system info
2025-01-02 15:56:50,343 INFO    SystemMonitor:54806 [interfaces.py:start():188] Started cpu monitoring
2025-01-02 15:56:50,344 INFO    SystemMonitor:54806 [interfaces.py:start():188] Started disk monitoring
2025-01-02 15:56:50,344 INFO    SystemMonitor:54806 [interfaces.py:start():188] Started gpu monitoring
2025-01-02 15:56:50,345 INFO    SystemMonitor:54806 [interfaces.py:start():188] Started memory monitoring
2025-01-02 15:56:50,345 INFO    SystemMonitor:54806 [interfaces.py:start():188] Started network monitoring
2025-01-02 15:56:50,378 DEBUG   HandlerThread:54806 [system_info.py:probe():150] Probing system
